id|name|url
870|1970_1000km_of_Monza__S5.0__3|http://dbpedia.org/resource/1970_1000km_of_Monza__S5.0__3
871|1970_1000km_of_Nürburgring__10__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__10__1
872|1970_1000km_of_Nürburgring__11__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__11__1
873|1970_1000km_of_Nürburgring__12__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__12__1
874|1970_1000km_of_Nürburgring__14__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__14__1
875|1970_1000km_of_Nürburgring__15__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__15__1
876|1970_1000km_of_Nürburgring__16__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__16__1
877|1970_1000km_of_Nürburgring__17__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__17__1
878|1970_1000km_of_Nürburgring__18__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__18__1
879|1970_1000km_of_Nürburgring__19__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__19__1
880|1970_1000km_of_Nürburgring__1__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__1__1
881|1970_1000km_of_Nürburgring__20__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__20__1
882|1970_1000km_of_Nürburgring__21__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__21__1
883|1970_1000km_of_Nürburgring__23__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__23__1
884|1970_1000km_of_Nürburgring__24__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__24__1
885|1970_1000km_of_Nürburgring__25__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__25__1
886|1970_1000km_of_Nürburgring__26__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__26__1
887|1970_1000km_of_Nürburgring__27__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__27__1
888|1970_1000km_of_Nürburgring__28__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__28__1
889|1970_1000km_of_Nürburgring__29__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__29__1
890|1970_1000km_of_Nürburgring__2__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__2__1
891|1970_1000km_of_Nürburgring__30__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__30__1
892|1970_1000km_of_Nürburgring__31__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__31__1
893|1970_1000km_of_Nürburgring__5__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__5__1
894|1970_1000km_of_Nürburgring__6__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__6__1
895|1970_1000km_of_Nürburgring__7__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__7__1
896|1970_1000km_of_Nürburgring__8__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__8__1
897|1970_1000km_of_Nürburgring__9__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__9__1
898|1970_1000km_of_Nürburgring__GT2.0__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__GT2.0__1
899|1970_1000km_of_Nürburgring__P3.0__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__P3.0__1
900|1970_1000km_of_Nürburgring__P3.0__4|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__P3.0__4
901|1970_1000km_of_Nürburgring__P3.0__5|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__P3.0__5
902|1970_1000km_of_Nürburgring__S2.0__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__S2.0__1
903|1970_1000km_of_Nürburgring__S2.0__2|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__S2.0__2
904|1970_1000km_of_Nürburgring__S2.0__3|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__S2.0__3
905|1970_1000km_of_Nürburgring__S2.0__4|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__S2.0__4
906|1970_1000km_of_Nürburgring__S2.0__5|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__S2.0__5
907|1970_1000km_of_Nürburgring__S2.0__6|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__S2.0__6
908|1970_1000km_of_Nürburgring__S2.0__7|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__S2.0__7
909|1970_1000km_of_Nürburgring__S5.0__1|http://dbpedia.org/resource/1970_1000km_of_Nürburgring__S5.0__1
910|1970_1000km_of_Spa-Francorchamps__10__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__10__1
911|1970_1000km_of_Spa-Francorchamps__11__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__11__1
912|1970_1000km_of_Spa-Francorchamps__12__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__12__1
913|1970_1000km_of_Spa-Francorchamps__13__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__13__1
914|1970_1000km_of_Spa-Francorchamps__14__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__14__1
915|1970_1000km_of_Spa-Francorchamps__15__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__15__1
916|1970_1000km_of_Spa-Francorchamps__16__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__16__1
917|1970_1000km_of_Spa-Francorchamps__17__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__17__1
918|1970_1000km_of_Spa-Francorchamps__18__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__18__1
919|1970_1000km_of_Spa-Francorchamps__19__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__19__1
920|1970_1000km_of_Spa-Francorchamps__1__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__1__1
921|1970_1000km_of_Spa-Francorchamps__20__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__20__1
922|1970_1000km_of_Spa-Francorchamps__21__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__21__1
923|1970_1000km_of_Spa-Francorchamps__22__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__22__1
924|1970_1000km_of_Spa-Francorchamps__3__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__3__1
925|1970_1000km_of_Spa-Francorchamps__5__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__5__1
926|1970_1000km_of_Spa-Francorchamps__6__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__6__1
927|1970_1000km_of_Spa-Francorchamps__9__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__9__1
928|1970_1000km_of_Spa-Francorchamps__GT+2.0__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__GT+2.0__1
929|1970_1000km_of_Spa-Francorchamps__GT2.0__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__GT2.0__1
930|1970_1000km_of_Spa-Francorchamps__S2.0__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__S2.0__1
931|1970_1000km_of_Spa-Francorchamps__S2.0__2|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__S2.0__2
932|1970_1000km_of_Spa-Francorchamps__S2.0__3|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__S2.0__3
933|1970_1000km_of_Spa-Francorchamps__S2.0__4|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__S2.0__4
934|1970_1000km_of_Spa-Francorchamps__S5.0__1|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__S5.0__1
935|1970_1000km_of_Spa-Francorchamps__S5.0__2|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__S5.0__2
936|1970_1000km_of_Spa-Francorchamps__S5.0__3|http://dbpedia.org/resource/1970_1000km_of_Spa-Francorchamps__S5.0__3
937|1970_12_Hours_of_Sebring__10__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__10__1
938|1970_12_Hours_of_Sebring__11__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__11__1
939|1970_12_Hours_of_Sebring__13__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__13__1
940|1970_12_Hours_of_Sebring__14__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__14__1
941|1970_12_Hours_of_Sebring__15__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__15__1
942|1970_12_Hours_of_Sebring__16__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__16__1
943|1970_12_Hours_of_Sebring__17__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__17__1
944|1970_12_Hours_of_Sebring__18__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__18__1
945|1970_12_Hours_of_Sebring__20__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__20__1
946|1970_12_Hours_of_Sebring__21__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__21__1
947|1970_12_Hours_of_Sebring__22__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__22__1
948|1970_12_Hours_of_Sebring__23__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__23__1
949|1970_12_Hours_of_Sebring__28__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__28__1
950|1970_12_Hours_of_Sebring__29NC__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__29NC__1
951|1970_12_Hours_of_Sebring__2__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__2__1
952|1970_12_Hours_of_Sebring__30NC__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__30NC__1
953|1970_12_Hours_of_Sebring__32NC__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__32NC__1
954|1970_12_Hours_of_Sebring__33NC__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__33NC__1
955|1970_12_Hours_of_Sebring__3__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__3__1
956|1970_12_Hours_of_Sebring__4__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__4__1
957|1970_12_Hours_of_Sebring__7__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__7__1
958|1970_12_Hours_of_Sebring__8__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__8__1
959|1970_12_Hours_of_Sebring__9__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__9__1
960|1970_12_Hours_of_Sebring__DNF__1|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__1
961|1970_12_Hours_of_Sebring__DNF__11|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__11
962|1970_12_Hours_of_Sebring__DNF__12|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__12
963|1970_12_Hours_of_Sebring__DNF__13|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__13
964|1970_12_Hours_of_Sebring__DNF__15|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__15
965|1970_12_Hours_of_Sebring__DNF__18|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__18
966|1970_12_Hours_of_Sebring__DNF__19|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__19
967|1970_12_Hours_of_Sebring__DNF__21|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__21
968|1970_12_Hours_of_Sebring__DNF__22|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__22
969|1970_12_Hours_of_Sebring__DNF__23|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__23
970|1970_12_Hours_of_Sebring__DNF__26|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__26
971|1970_12_Hours_of_Sebring__DNF__29|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__29
972|1970_12_Hours_of_Sebring__DNF__3|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__3
973|1970_12_Hours_of_Sebring__DNF__32|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__32
974|1970_12_Hours_of_Sebring__DNF__33|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__33
975|1970_12_Hours_of_Sebring__DNF__4|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__4
976|1970_12_Hours_of_Sebring__DNF__5|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DNF__5
977|1970_12_Hours_of_Sebring__DSQ__2|http://dbpedia.org/resource/1970_12_Hours_of_Sebring__DSQ__2
978|1970_24_Hours_of_Daytona__11__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__11__1
979|1970_24_Hours_of_Daytona__12__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__12__1
980|1970_24_Hours_of_Daytona__13__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__13__1
981|1970_24_Hours_of_Daytona__14__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__14__1
982|1970_24_Hours_of_Daytona__15__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__15__1
983|1970_24_Hours_of_Daytona__17__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__17__1
984|1970_24_Hours_of_Daytona__19__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__19__1
985|1970_24_Hours_of_Daytona__1__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__1__1
986|1970_24_Hours_of_Daytona__22__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__22__1
987|1970_24_Hours_of_Daytona__24__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__24__1
988|1970_24_Hours_of_Daytona__25__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__25__1
989|1970_24_Hours_of_Daytona__2__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__2__1
990|1970_24_Hours_of_Daytona__6__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__6__1
991|1970_24_Hours_of_Daytona__9__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__9__1
992|1970_24_Hours_of_Daytona__GT+2.0__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__GT+2.0__1
993|1970_24_Hours_of_Daytona__GT+2.0__2|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__GT+2.0__2
994|1970_24_Hours_of_Daytona__GT+2.0__4|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__GT+2.0__4
995|1970_24_Hours_of_Daytona__GT2.0__2|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__GT2.0__2
996|1970_24_Hours_of_Daytona__GT2.0__3|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__GT2.0__3
997|1970_24_Hours_of_Daytona__GT2.0__4|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__GT2.0__4
998|1970_24_Hours_of_Daytona__P3.0__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__P3.0__1
999|1970_24_Hours_of_Daytona__P3.0__5|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__P3.0__5
1000|1970_24_Hours_of_Daytona__S5.0__11|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__S5.0__11
1001|1970_24_Hours_of_Daytona__S5.0__3|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__S5.0__3
1002|1970_24_Hours_of_Daytona__S5.0__8|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__S5.0__8
1003|1970_24_Hours_of_Daytona__T+2.0__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__T+2.0__1
1004|1970_24_Hours_of_Daytona__T+2.0__2|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__T+2.0__2
1005|1970_24_Hours_of_Daytona__T+2.0__3|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__T+2.0__3
1006|1970_24_Hours_of_Daytona__T+2.0__5|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__T+2.0__5
1007|1970_24_Hours_of_Daytona__T2.0__1|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__T2.0__1
1008|1970_24_Hours_of_Daytona__T2.0__2|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__T2.0__2
1009|1970_24_Hours_of_Daytona__T2.0__5|http://dbpedia.org/resource/1970_24_Hours_of_Daytona__T2.0__5
1010|1970_24_Hours_of_Le_Mans__11__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__11__1
1011|1970_24_Hours_of_Le_Mans__12__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__12__1
1012|1970_24_Hours_of_Le_Mans__13__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__13__1
1013|1970_24_Hours_of_Le_Mans__14__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__14__1
1014|1970_24_Hours_of_Le_Mans__15__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__15__1
1015|1970_24_Hours_of_Le_Mans__16__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__16__1
1016|1970_24_Hours_of_Le_Mans__17__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__17__1
1017|1970_24_Hours_of_Le_Mans__18__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__18__1
1018|1970_24_Hours_of_Le_Mans__1__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__1__1
1019|1970_24_Hours_of_Le_Mans__22__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__22__1
1020|1970_24_Hours_of_Le_Mans__23__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__23__1
1021|1970_24_Hours_of_Le_Mans__24__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__24__1
1022|1970_24_Hours_of_Le_Mans__26__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__26__1
1023|1970_24_Hours_of_Le_Mans__28__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__28__1
1024|1970_24_Hours_of_Le_Mans__29__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__29__1
1025|1970_24_Hours_of_Le_Mans__2__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__2__1
1026|1970_24_Hours_of_Le_Mans__30__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__30__1
1027|1970_24_Hours_of_Le_Mans__31__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__31__1
1028|1970_24_Hours_of_Le_Mans__33__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__33__1
1029|1970_24_Hours_of_Le_Mans__34__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__34__1
1030|1970_24_Hours_of_Le_Mans__38__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__38__1
1031|1970_24_Hours_of_Le_Mans__3__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__3__1
1032|1970_24_Hours_of_Le_Mans__41__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__41__1
1033|1970_24_Hours_of_Le_Mans__45__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__45__1
1034|1970_24_Hours_of_Le_Mans__48__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__48__1
1035|1970_24_Hours_of_Le_Mans__49__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__49__1
1036|1970_24_Hours_of_Le_Mans__6__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__6__1
1037|1970_24_Hours_of_Le_Mans__7__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__7__1
1038|1970_24_Hours_of_Le_Mans__8__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__8__1
1039|1970_24_Hours_of_Le_Mans__9__1|http://dbpedia.org/resource/1970_24_Hours_of_Le_Mans__9__1
1040|1970_Austrian_1000km__10__1|http://dbpedia.org/resource/1970_Austrian_1000km__10__1
1041|1970_Austrian_1000km__12__1|http://dbpedia.org/resource/1970_Austrian_1000km__12__1
1042|1970_Austrian_1000km__13__1|http://dbpedia.org/resource/1970_Austrian_1000km__13__1
1043|1970_Austrian_1000km__14__1|http://dbpedia.org/resource/1970_Austrian_1000km__14__1
1044|1970_Austrian_1000km__15__1|http://dbpedia.org/resource/1970_Austrian_1000km__15__1
1045|1970_Austrian_1000km__16__1|http://dbpedia.org/resource/1970_Austrian_1000km__16__1
1046|1970_Austrian_1000km__17__1|http://dbpedia.org/resource/1970_Austrian_1000km__17__1
1047|1970_Austrian_1000km__18__1|http://dbpedia.org/resource/1970_Austrian_1000km__18__1
1048|1970_Austrian_1000km__19__1|http://dbpedia.org/resource/1970_Austrian_1000km__19__1
1049|1970_Austrian_1000km__1__1|http://dbpedia.org/resource/1970_Austrian_1000km__1__1
1050|1970_Austrian_1000km__2__1|http://dbpedia.org/resource/1970_Austrian_1000km__2__1
1051|1970_Austrian_1000km__3__1|http://dbpedia.org/resource/1970_Austrian_1000km__3__1
1052|1970_Austrian_1000km__4__1|http://dbpedia.org/resource/1970_Austrian_1000km__4__1
1053|1970_Austrian_1000km__5__1|http://dbpedia.org/resource/1970_Austrian_1000km__5__1
1054|1970_Austrian_1000km__6__1|http://dbpedia.org/resource/1970_Austrian_1000km__6__1
1055|1970_Austrian_1000km__9__1|http://dbpedia.org/resource/1970_Austrian_1000km__9__1
1056|1970_Austrian_1000km__P3.0__1|http://dbpedia.org/resource/1970_Austrian_1000km__P3.0__1
1057|1970_Austrian_1000km__P3.0__2|http://dbpedia.org/resource/1970_Austrian_1000km__P3.0__2
1058|1970_Austrian_1000km__S5.0__2|http://dbpedia.org/resource/1970_Austrian_1000km__S5.0__2
1059|1970_Can-Am_season__10__1|http://dbpedia.org/resource/1970_Can-Am_season__10__1
1060|1970_Can-Am_season__11__1|http://dbpedia.org/resource/1970_Can-Am_season__11__1
1061|1970_Can-Am_season__12__1|http://dbpedia.org/resource/1970_Can-Am_season__12__1
1062|1970_Can-Am_season__13__1|http://dbpedia.org/resource/1970_Can-Am_season__13__1
1063|1970_Can-Am_season__14__1|http://dbpedia.org/resource/1970_Can-Am_season__14__1
1064|1970_Can-Am_season__15=__1|http://dbpedia.org/resource/1970_Can-Am_season__15=__1
1065|1970_Can-Am_season__15=__2|http://dbpedia.org/resource/1970_Can-Am_season__15=__2
1066|1970_Can-Am_season__17=__1|http://dbpedia.org/resource/1970_Can-Am_season__17=__1
1067|1970_Can-Am_season__17=__2|http://dbpedia.org/resource/1970_Can-Am_season__17=__2
1068|1970_Can-Am_season__1__1|http://dbpedia.org/resource/1970_Can-Am_season__1__1
1069|1970_Can-Am_season__20=__1|http://dbpedia.org/resource/1970_Can-Am_season__20=__1
1070|1970_Can-Am_season__20=__2|http://dbpedia.org/resource/1970_Can-Am_season__20=__2
1071|1970_Can-Am_season__22__1|http://dbpedia.org/resource/1970_Can-Am_season__22__1
1072|1970_Can-Am_season__24__1|http://dbpedia.org/resource/1970_Can-Am_season__24__1
1073|1970_Can-Am_season__25=__1|http://dbpedia.org/resource/1970_Can-Am_season__25=__1
1074|1970_Can-Am_season__25=__2|http://dbpedia.org/resource/1970_Can-Am_season__25=__2
1075|1970_Can-Am_season__27__1|http://dbpedia.org/resource/1970_Can-Am_season__27__1
1076|1970_Can-Am_season__28__1|http://dbpedia.org/resource/1970_Can-Am_season__28__1
1077|1970_Can-Am_season__29=__1|http://dbpedia.org/resource/1970_Can-Am_season__29=__1
1078|1970_Can-Am_season__29=__2|http://dbpedia.org/resource/1970_Can-Am_season__29=__2
1079|1970_Can-Am_season__2__1|http://dbpedia.org/resource/1970_Can-Am_season__2__1
1080|1970_Can-Am_season__31=__1|http://dbpedia.org/resource/1970_Can-Am_season__31=__1
1081|1970_Can-Am_season__31=__2|http://dbpedia.org/resource/1970_Can-Am_season__31=__2
1082|1970_Can-Am_season__31=__3|http://dbpedia.org/resource/1970_Can-Am_season__31=__3
1083|1970_Can-Am_season__31=__4|http://dbpedia.org/resource/1970_Can-Am_season__31=__4
1084|1970_Can-Am_season__31=__5|http://dbpedia.org/resource/1970_Can-Am_season__31=__5
1085|1970_Can-Am_season__31=__6|http://dbpedia.org/resource/1970_Can-Am_season__31=__6
1086|1970_Can-Am_season__31=__7|http://dbpedia.org/resource/1970_Can-Am_season__31=__7
1087|1970_Can-Am_season__31=__8|http://dbpedia.org/resource/1970_Can-Am_season__31=__8
1088|1970_Can-Am_season__3__1|http://dbpedia.org/resource/1970_Can-Am_season__3__1
1089|1970_Can-Am_season__4__1|http://dbpedia.org/resource/1970_Can-Am_season__4__1
1090|1970_Can-Am_season__5__1|http://dbpedia.org/resource/1970_Can-Am_season__5__1
1091|1970_Can-Am_season__6__1|http://dbpedia.org/resource/1970_Can-Am_season__6__1
1092|1970_Can-Am_season__7__1|http://dbpedia.org/resource/1970_Can-Am_season__7__1
1093|1970_Can-Am_season__8__1|http://dbpedia.org/resource/1970_Can-Am_season__8__1
1094|1970_Can-Am_season__9__1|http://dbpedia.org/resource/1970_Can-Am_season__9__1
1095|1970_Targa_Florio__10__1|http://dbpedia.org/resource/1970_Targa_Florio__10__1
1096|1970_Targa_Florio__12__1|http://dbpedia.org/resource/1970_Targa_Florio__12__1
1097|1970_Targa_Florio__13__1|http://dbpedia.org/resource/1970_Targa_Florio__13__1
1098|1970_Targa_Florio__14__1|http://dbpedia.org/resource/1970_Targa_Florio__14__1
1099|1970_Targa_Florio__15__1|http://dbpedia.org/resource/1970_Targa_Florio__15__1
1100|1970_Targa_Florio__16__1|http://dbpedia.org/resource/1970_Targa_Florio__16__1
1101|1970_Targa_Florio__17__1|http://dbpedia.org/resource/1970_Targa_Florio__17__1
1102|1970_Targa_Florio__18__1|http://dbpedia.org/resource/1970_Targa_Florio__18__1
1103|1970_Targa_Florio__1__1|http://dbpedia.org/resource/1970_Targa_Florio__1__1
1104|1970_Targa_Florio__20__1|http://dbpedia.org/resource/1970_Targa_Florio__20__1
1105|1970_Targa_Florio__21__1|http://dbpedia.org/resource/1970_Targa_Florio__21__1
1106|1970_Targa_Florio__22__1|http://dbpedia.org/resource/1970_Targa_Florio__22__1
1107|1970_Targa_Florio__23__1|http://dbpedia.org/resource/1970_Targa_Florio__23__1
1108|1970_Targa_Florio__24__1|http://dbpedia.org/resource/1970_Targa_Florio__24__1
1109|1970_Targa_Florio__25__1|http://dbpedia.org/resource/1970_Targa_Florio__25__1
1110|1970_Targa_Florio__26__1|http://dbpedia.org/resource/1970_Targa_Florio__26__1
1111|1970_Targa_Florio__27__1|http://dbpedia.org/resource/1970_Targa_Florio__27__1
1112|1970_Targa_Florio__28__1|http://dbpedia.org/resource/1970_Targa_Florio__28__1
1113|1970_Targa_Florio__29__1|http://dbpedia.org/resource/1970_Targa_Florio__29__1
1114|1970_Targa_Florio__2__1|http://dbpedia.org/resource/1970_Targa_Florio__2__1
1115|1970_Targa_Florio__30__1|http://dbpedia.org/resource/1970_Targa_Florio__30__1
1116|1970_Targa_Florio__31__1|http://dbpedia.org/resource/1970_Targa_Florio__31__1
1117|1970_Targa_Florio__32__1|http://dbpedia.org/resource/1970_Targa_Florio__32__1
1118|1970_Targa_Florio__33__1|http://dbpedia.org/resource/1970_Targa_Florio__33__1
1119|1970_Targa_Florio__34__1|http://dbpedia.org/resource/1970_Targa_Florio__34__1
1120|1970_Targa_Florio__36__1|http://dbpedia.org/resource/1970_Targa_Florio__36__1
1121|1970_Targa_Florio__37__1|http://dbpedia.org/resource/1970_Targa_Florio__37__1
1122|1970_Targa_Florio__38__1|http://dbpedia.org/resource/1970_Targa_Florio__38__1
